image_id,age,length_mm,weight_g,sex,population,subdivision,otolith_type,year,split
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex8_Single2_Right.jpg,0,125,11.5,M,,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex9_Single1_Right.jpg,0,125,11.5,M,,BAL26,Right,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex9_Single2_Left.jpg,0,125,11.5,M,,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex11_Single1_Left.jpg,0,125,10.5,M,,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex11_Single2_Right.jpg,0,125,10.5,M,,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex12_Single1_Right.jpg,0,125,11.0,M,,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex12_Single2_Left.jpg,0,125,11.0,M,,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex13_Single1_Left.jpg,0,130,11.5,M,,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex13_Single2_Right.jpg,0,130,11.5,M,,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex14_Single2_Right.jpg,0,130,13.0,M,,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex15_Single1_Left.jpg,0,130,13.5,M,,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex15_Single2_Right.jpg,0,130,13.5,M,,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex17_Single1_Right.jpg,0,140,16.0,F,,BAL26,Right,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex19_Single1_Left.jpg,1,150,21.0,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex19_Single2_Right.jpg,1,150,21.0,M,2.0,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex22_Single1_Left.jpg,1,150,21.5,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex22_Single2_Right.jpg,1,150,21.5,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex24_Single1_Left.jpg,1,155,22.5,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex24_Single2_Right.jpg,1,155,22.5,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex25_Single1_Right.jpg,1,155,21.5,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex27_Single1_Left.jpg,1,160,25.0,F,2.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex27_Single2_Right.jpg,1,160,25.0,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex28_Single1_Right.jpg,1,160,24.0,M,2.0,BAL26,Right,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex28_Single2_Left.jpg,1,160,24.0,M,2.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex29_Single1_Left.jpg,1,160,24.5,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex29_Single2_Right.jpg,1,160,24.5,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex30_Single1_Right.jpg,1,165,28.0,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex30_Single2_Left.jpg,1,165,28.0,M,2.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex31_Single1_Right.jpg,5,165,28.5,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex32_Single1_Right.jpg,3,165,29.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex32_Single2_Left.jpg,3,165,29.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex33_Single1_Right.jpg,2,170,29.0,F,2.0,BAL26,Right,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex33_Single2_Left.jpg,2,170,29.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex34_Single1_Left.jpg,6,170,32.0,F,1.0,BAL26,Left,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex34_Single2_Right.jpg,6,170,32.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex35_Single1_Right.jpg,4,170,28.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex35_Single2_Right.jpg,4,170,28.0,F,1.0,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex36_Single1_Right.jpg,7,175,34.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex36_Single2_Left.jpg,7,175,34.0,F,1.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex37_Single1_Left.jpg,3,175,39.5,F,1.0,BAL26,Left,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex37_Single2_Right.jpg,3,175,39.5,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex38_Single1_Left.jpg,1,175,34.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex38_Single2_Right.jpg,1,175,34.0,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex39_Single1_Left.jpg,7,180,38.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex39_Single2_Right.jpg,7,180,38.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex40_Single1_Left.jpg,3,180,36.0,M,1.0,BAL26,Left,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex40_Single2_Right.jpg,3,180,36.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex41_Single1_Right.jpg,3,180,36.5,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex41_Single2_Left.jpg,3,180,36.5,M,1.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex42_Single1_Left.jpg,4,185,38.0,M,1.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex42_Single2_Right.jpg,4,185,38.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex43_Single1_Right.jpg,3,185,41.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex43_Single2_Left.jpg,3,185,41.0,M,1.0,BAL26,Left,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex44_Single1_Right.jpg,5,185,40.0,F,1.0,BAL26,Right,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex44_Single2_Left.jpg,5,185,40.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex45_Single1_Left.jpg,5,190,46.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex45_Single2_Right.jpg,5,190,46.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex46_Single1_Right.jpg,5,190,44.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex46_Single2_Left.jpg,5,190,44.0,F,1.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex47_Single1_Left.jpg,4,190,37.0,M,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex47_Single2_Right.jpg,4,190,37.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex48_Single1_Left.jpg,2,195,54.0,M,2.0,BAL26,Left,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex48_Single2_Right.jpg,2,195,54.0,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex49_Single1_Left.jpg,4,195,51.0,M,1.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex49_Single2_Right.jpg,4,195,51.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex50_Single1_Left.jpg,6,195,47.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex50_Single2_Right.jpg,6,195,47.0,F,1.0,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex51_Single1_Left.jpg,3,200,52.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex51_Single2_Right.jpg,3,200,52.0,F,2.0,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex52_Single1_Left.jpg,3,200,51.5,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex52_Single2_Right.jpg,3,200,51.5,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex53_Single1_Left.jpg,5,200,49.0,M,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex53_Single2_Right.jpg,5,200,49.0,M,1.0,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex54_Single1_Left.jpg,5,205,58.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex54_Single2_Right.jpg,5,205,58.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex55_Single1_Right.jpg,7,205,56.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex55_Single2_Left.jpg,7,205,56.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex56_Single1_Left.jpg,7,205,59.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex56_Single2_Right.jpg,7,205,59.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex58_Single1_Left.jpg,4,210,63.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex58_Single2_Right.jpg,4,210,63.0,F,2.0,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex59_Single1_Left.jpg,4,210,63.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex60_Single1_Left.jpg,4,215,65.0,M,2.0,BAL26,Left,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex60_Single2_Right.jpg,4,215,65.0,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex61_Single1_Left.jpg,6,215,73.0,M,1.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex61_Single2_Right.jpg,6,215,73.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex62_Single1_Left.jpg,4,215,62.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex62_Single2_Right.jpg,4,215,62.0,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex63_Single1_Left.jpg,4,220,84.0,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex63_Single2_Right.jpg,4,220,84.0,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex64_Single1_Left.jpg,4,220,82.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex64_Single2_Right.jpg,4,220,82.0,F,2.0,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex65_Single1_Right.jpg,4,225,77.0,M,2.0,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex65_Single2_Left.jpg,4,225,77.0,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex66_Single2_Right.jpg,5,225,79.0,F,2.0,BAL26,Right,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex67_Single1_Left.jpg,5,230,81.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex67_Single2_Right.jpg,5,230,81.0,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex68_Single1_Left.jpg,5,230,82.0,M,2.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex68_Single2_Right.jpg,5,230,82.0,M,2.0,BAL26,Right,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex69_Single2_Right.jpg,9,230,95.0,F,1.0,BAL26,Right,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex70_Single1_Left.jpg,0,115,10.0,M,,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex70_Single2_Right.jpg,0,115,10.0,M,,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex71_Single1_Right.jpg,0,130,13.0,M,,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex71_Single2_Left.jpg,0,130,13.0,M,,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex72_Single1_Left.jpg,0,130,13.0,F,,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex72_Single2_Right.jpg,0,130,13.0,F,,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex73_Single1_Right.jpg,1,150,22.0,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex73_Single2_Left.jpg,1,150,22.0,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex74_Single1_Left.jpg,1,150,23.0,F,2.0,BAL26,Left,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex74_Single2_Right.jpg,1,150,23.0,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex75_Single1_Right.jpg,1,155,23.5,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex75_Single2_Left.jpg,1,155,23.5,F,2.0,BAL26,Left,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex76_Single1_Right.jpg,1,155,24.0,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex76_Single2_Left.jpg,1,155,24.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex77_Single1_Left.jpg,1,160,24.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex77_Single2_Right.jpg,1,160,24.0,F,2.0,BAL26,Right,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex78_Single1_Right.jpg,1,160,25.0,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex79_Single1_Left.jpg,3,165,28.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex80_Single1_Right.jpg,5,165,32.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex80_Single2_Left.jpg,5,165,32.0,M,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex81_Single1_Left.jpg,1,170,29.0,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex81_Single2_Right.jpg,1,170,29.0,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex82_Single1_Left.jpg,1,170,31.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex82_Single2_Right.jpg,1,170,31.0,F,2.0,BAL26,Right,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex83_Single1_Left.jpg,1,175,32.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex83_Single2_Right.jpg,1,175,32.0,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex84_Single1_Right.jpg,5,175,36.5,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex84_Single2_Left.jpg,5,175,36.5,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex85_Single1_Left.jpg,4,180,39.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex85_Single2_Right.jpg,4,180,39.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex86_Single1_Left.jpg,3,180,39.0,M,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex86_Single2_Right.jpg,3,180,39.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex87_Single1_Left.jpg,4,185,41.0,F,1.0,BAL26,Left,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex87_Single2_Right.jpg,4,185,41.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex88_Single1_Right.jpg,5,185,45.5,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex88_Single2_Right.jpg,5,185,45.5,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex89_Single1_Right.jpg,7,190,44.5,F,1.0,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex90_Single1_Left.jpg,2,190,41.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex91_Single1_Left.jpg,6,195,44.0,M,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex91_Single2_Right.jpg,6,195,44.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex92_Single1_Left.jpg,4,195,46.0,F,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex92_Single2_Right.jpg,4,195,46.0,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex93_Single1_Left.jpg,2,200,57.0,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex93_Single2_Right.jpg,2,200,57.0,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex94_Single1_Right.jpg,2,200,54.0,F,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex94_Single2_Left.jpg,2,200,54.0,F,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex95_Single1_Right.jpg,6,205,55.0,M,1.0,BAL26,Right,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex95_Single2_Left.jpg,6,205,55.0,M,1.0,BAL26,Left,2022,test
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex96_Single1_Left.jpg,5,205,61.0,M,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex96_Single2_Right.jpg,5,205,61.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex97_Single1_Right.jpg,4,210,69.5,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex97_Single2_Left.jpg,4,210,69.5,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex98_Single1_Left.jpg,3,210,68.0,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex98_Single2_Right.jpg,3,210,68.0,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex99_Single1_Right.jpg,7,215,72.5,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex99_Single2_Left.jpg,7,215,72.5,M,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex100_Single1_Right.jpg,8,215,74.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex101_Single2_Left.jpg,5,220,82.5,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex102_Single1_Left.jpg,8,220,68.5,F,1.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex102_Single2_Right.jpg,8,220,68.5,F,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex103_Single1_Left.jpg,4,220,71.5,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex103_Single2_Right.jpg,4,220,71.5,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex104_Single1_Left.jpg,8,225,83.0,M,1.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex104_Single2_Right.jpg,8,225,83.0,M,1.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex105_Single1_Left.jpg,5,225,82.0,M,2.0,BAL26,Left,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex105_Single2_Right.jpg,5,225,82.0,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex106_Single1_Left.jpg,5,225,73.0,M,2.0,BAL26,Left,2022,val
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex106_Single2_Right.jpg,5,225,73.0,M,2.0,BAL26,Right,2022,train
2022_BIAS_HER_ZatokaGdanska_Embedded_Sharpest_FishIndex107_Single1_Left.jpg,4,230,84.0,M,2.0,BAL26,Left,2022,train
