image_id,neutral_fish_key,preprocessing_type,age,length_mm,weight_g,sex,population,subdivision,otolith_type,year,split,orphan
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex16_Single1_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex16,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex16_Single2_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex16,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex17_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex17,Embedded,6.0,185.0,46.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex17_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex17,Embedded,6.0,185.0,46.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex18_Single1_Broken.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex18,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex18_Single2_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex18,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex19_Single1_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex19,Embedded,6.0,190.0,51.0,F,1.0,BAL26,Left,2022.0,val,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex19_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex19,Embedded,6.0,190.0,51.0,F,1.0,BAL26,Left,2022.0,val,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex1_Single1_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex1,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex1_Single2_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex1,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex20_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex20,Embedded,6.0,190.0,44.0,M,1.0,BAL26,Right,2022.0,val,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex20_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex20,Embedded,6.0,190.0,44.0,M,1.0,BAL26,Right,2022.0,val,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex21_Single1_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex21,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex21_Single2_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex21,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex22_Single1_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex22,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex22_Single2_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex22,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex23_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex23,Embedded,8.0,195.0,49.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex23_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex23,Embedded,8.0,195.0,49.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex24_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex24,Embedded,5.0,195.0,49.0,M,1.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex24_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex24,Embedded,5.0,195.0,49.0,M,1.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex25_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex25,Embedded,6.0,200.0,50.0,F,1.0,BAL26,Left,2022.0,val,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex25_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex25,Embedded,6.0,200.0,50.0,F,1.0,BAL26,Left,2022.0,val,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex26_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex26,Embedded,5.0,200.0,53.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex26_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex26,Embedded,5.0,200.0,53.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex27_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex27,Embedded,9.0,200.0,55.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex27_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex27,Embedded,9.0,200.0,55.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex28_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex28,Embedded,3.0,205.0,60.0,F,2.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex28_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex28,Embedded,3.0,205.0,60.0,F,2.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex29_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex29,Embedded,8.0,205.0,58.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex29_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex29,Embedded,8.0,205.0,58.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex2_Single1_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex2,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex2_Single2_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex2,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex30_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex30,Embedded,8.0,205.0,57.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex30_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex30,Embedded,8.0,205.0,57.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex31_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex31,Embedded,6.0,210.0,62.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex31_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex31,Embedded,6.0,210.0,62.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex32_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex32,Embedded,8.0,210.0,57.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex32_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex32,Embedded,8.0,210.0,57.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex33_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex33,Embedded,8.0,210.0,63.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex33_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex33,Embedded,8.0,210.0,63.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex34_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex34,Embedded,7.0,215.0,68.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex34_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex34,Embedded,7.0,215.0,68.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex35_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex35,Embedded,6.0,215.0,74.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex35_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex35,Embedded,6.0,215.0,74.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex36_Single1_Broken.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex36,Embedded,8.0,215.0,64.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex36_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex36,Embedded,8.0,215.0,64.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex37_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex37,Embedded,8.0,220.0,68.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex37_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex37,Embedded,8.0,220.0,68.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex38_Single1_Broken.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex38,Embedded,8.0,220.0,70.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex38_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex38,Embedded,8.0,220.0,70.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex39_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex39,Embedded,10.0,220.0,69.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex39_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex39,Embedded,10.0,220.0,69.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex3_Single1_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex3,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex3_Single2_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex3,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex40_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex40,Embedded,4.0,225.0,71.0,M,2.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex40_Single2_Broken.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex40,Embedded,4.0,225.0,71.0,M,2.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex41_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex41,Embedded,8.0,225.0,76.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex41_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex41,Embedded,8.0,225.0,76.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex42_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex42,Embedded,7.0,225.0,79.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex42_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex42,Embedded,7.0,225.0,79.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex43_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex43,Embedded,8.0,230.0,77.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex43_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex43,Embedded,8.0,230.0,77.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex44_Single1_Broken.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex44,Embedded,3.0,230.0,84.0,M,2.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex44_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex44,Embedded,3.0,230.0,84.0,M,2.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex45_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex45,Embedded,8.0,240.0,84.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex45_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex45,Embedded,8.0,240.0,84.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex46_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex46,Embedded,5.0,160.0,26.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex46_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex46,Embedded,5.0,160.0,26.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex47_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex47,Embedded,2.0,160.0,29.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex47_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex47,Embedded,2.0,160.0,29.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex48_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex48,Embedded,3.0,170.0,32.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex48_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex48,Embedded,3.0,170.0,32.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex49_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex49,Embedded,3.0,170.0,31.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex49_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex49,Embedded,3.0,170.0,31.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex4_Single1_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex4,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex4_Single2_LowQuality.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex4,Embedded,,,,,,,,,,True
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex50_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex50,Embedded,5.0,175.0,34.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex50_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex50,Embedded,5.0,175.0,34.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex51_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex51,Embedded,3.0,175.0,34.0,F,1.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex51_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex51,Embedded,3.0,175.0,34.0,F,1.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex52_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex52,Embedded,3.0,180.0,37.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex52_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex52,Embedded,3.0,180.0,37.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex53_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex53,Embedded,3.0,180.0,34.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex53_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex53,Embedded,3.0,180.0,34.0,M,1.0,BAL26,Left,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex54_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex54,Embedded,6.0,185.0,39.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex54_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex54,Embedded,6.0,185.0,39.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex55_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex55,Embedded,6.0,185.0,46.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex55_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex55,Embedded,6.0,185.0,46.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex56_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex56,Embedded,7.0,190.0,48.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex56_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex56,Embedded,7.0,190.0,48.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex57_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex57,Embedded,6.0,190.0,45.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex57_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex57,Embedded,6.0,190.0,45.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex58_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex58,Embedded,5.0,195.0,48.0,M,1.0,BAL26,Left,2022.0,val,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex58_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex58,Embedded,5.0,195.0,48.0,M,1.0,BAL26,Left,2022.0,val,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex59_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex59,Embedded,7.0,195.0,47.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex59_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex59,Embedded,7.0,195.0,47.0,F,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex5_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex5,Embedded,3.0,165.0,31.0,F,1.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex5_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex5,Embedded,3.0,165.0,31.0,F,1.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex60_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex60,Embedded,4.0,200.0,64.0,M,1.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex60_Single2_Broken.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex60,Embedded,4.0,200.0,64.0,M,1.0,BAL26,Right,2022.0,train,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex61_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex61,Embedded,6.0,200.0,55.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex61_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex61,Embedded,6.0,200.0,55.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex62_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex62,Embedded,5.0,205.0,60.0,M,1.0,BAL26,Left,2022.0,val,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex62_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex62,Embedded,5.0,205.0,60.0,M,1.0,BAL26,Left,2022.0,val,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex63_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex63,Embedded,8.0,205.0,50.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex63_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex63,Embedded,8.0,205.0,50.0,F,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex64_Single1_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex64,Embedded,8.0,210.0,46.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex64_Single2_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex64,Embedded,8.0,210.0,46.0,M,1.0,BAL26,Left,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex65_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex65,Embedded,7.0,210.0,66.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex65_Single2_Left.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex65,Embedded,7.0,210.0,66.0,M,1.0,BAL26,Right,2022.0,test,False
2022_BIAS_HER_GlebiaGdanska_Embedded_Sharpest_FishIndex66_Single1_Right.jpg,2022_BIAS_HER_GlebiaGdanska_FishIndex66,Embedded,7.0,215.0,66.0,M,1.0,BAL26,Right,2022.0,test,False
